                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                   1.54,                  1.281,                 1.0571,                0.44814,                0.34771,                0.34886,                0.20383,                 1.4586,                  1.198,                 1.0471,               0.003169,               0.003169,               0.003169
                    140,                 1.5421,                 1.2871,                 1.0598,                0.44984,                0.34626,                0.34905,                0.20401,                 1.4581,                 1.1973,                  1.047,              0.0031195,              0.0031195,              0.0031195
                    141,                  1.535,                 1.2791,                 1.0571,                0.44635,                0.34927,                0.34932,                0.20423,                 1.4578,                 1.1974,                 1.0468,                0.00307,                0.00307,                0.00307
                    142,                 1.5338,                  1.279,                 1.0571,                0.44846,                0.34738,                  0.349,                0.20414,                 1.4578,                  1.197,                 1.0468,              0.0030205,              0.0030205,              0.0030205
                    143,                 1.5349,                 1.2776,                 1.0595,                0.44809,                 0.3483,                0.34938,                0.20413,                 1.4578,                 1.1968,                 1.0468,               0.002971,               0.002971,               0.002971
                    144,                 1.5287,                 1.2676,                 1.0521,                 0.4481,                 0.3485,                0.34978,                0.20443,                 1.4577,                 1.1964,                 1.0467,              0.0029215,              0.0029215,              0.0029215
                    145,                 1.5323,                 1.2697,                 1.0527,                0.44914,                0.34796,                0.34977,                0.20438,                 1.4576,                 1.1959,                 1.0466,               0.002872,               0.002872,               0.002872
                    146,                 1.5285,                 1.2668,                 1.0515,                0.44556,                0.35016,                0.34998,                0.20468,                 1.4573,                 1.1956,                 1.0465,              0.0028225,              0.0028225,              0.0028225
                    147,                 1.5309,                 1.2665,                 1.0536,                0.44454,                0.35036,                0.35014,                0.20477,                  1.457,                 1.1954,                 1.0464,               0.002773,               0.002773,               0.002773
                    148,                 1.5335,                 1.2645,                 1.0528,                0.44257,                0.35197,                0.35029,                0.20485,                 1.4569,                 1.1952,                 1.0463,              0.0027235,              0.0027235,              0.0027235
                    149,                 1.5212,                 1.2591,                 1.0498,                0.44478,                0.35087,                0.35064,                 0.2051,                 1.4565,                 1.1948,                 1.0462,               0.002674,               0.002674,               0.002674
